gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,ni,sale,costat
029680,2023-12-31,2023,INDL,C,D,STD,WTTR,SELECT WATER SOLUTIONS INC,USD,1218.1900,74.4030,1585.3530,A
029705,2023-04-30,2022,INDL,C,D,STD,DAKT,DAKTRONICS INC,USD,468.1040,6.8020,754.1960,A
029733,2023-12-31,2023,INDL,C,D,STD,MLM,MARTIN MARIETTA MATERIALS,USD,15124.9000,1168.9000,6777.2000,A
029736,2023-12-31,2023,INDL,C,D,STD,TSCO,TRACTOR SUPPLY CO,USD,9188.1510,1107.2260,14555.7410,A
029751,2023-12-31,2023,INDL,C,D,STD,ALB,ALBEMARLE CORP,USD,18270.6520,1573.4760,9617.2030,A
029755,2023-09-30,2023,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,2411.0330,158.6110,2206.7850,A
029804,2023-12-31,2023,INDL,C,D,STD,IVZ,INVESCO LTD,USD,28933.8000,-96.9000,5716.4000,A
029830,2023-09-30,2023,INDL,C,D,STD,WRK,WESTROCK CO,USD,27443.7000,-1649.0000,20310.0000,A
029837,2023-12-31,2023,INDL,C,D,STD,BCRX,BIOCRYST PHARMACEUTICALS INC,USD,516.9600,-226.5390,331.4120,A
029855,2023-12-31,2023,INDL,C,D,STD,FMNB,FARMERS NATL BANC CORP/OH,USD,5078.3500,49.9320,255.1960,A
029868,2023-12-31,2023,INDL,C,D,STD,MAC,MACERICH CO,USD,7513.5120,-274.0650,727.1310,A
029870,2023-12-31,2023,INDL,C,D,STD,ZEUS,OLYMPIC STEEL INC,USD,984.8350,44.5290,2158.1630,A
029875,2023-12-31,2023,INDL,C,D,STD,AVB,AVALONBAY COMMUNITIES INC,USD,20678.2140,928.8250,2781.3630,A
029894,2023-12-31,2023,INDL,C,D,STD,NNBR,NN INC,USD,510.8850,-50.1500,489.2700,A
029901,2023-07-31,2023,INDL,C,D,STD,CPRT,COPART INC,USD,6737.8790,1237.7410,3869.5180,A
029910,2023-06-30,2023,INDL,C,D,STD,SCSC,SCANSOURCE INC,USD,2068.1690,89.8090,3787.7210,A
029930,2023-03-31,2022,INDL,C,D,STD,MPAA,MOTORCAR PARTS OF AMER INC,USD,1028.5650,-4.2070,683.0740,A
029962,2023-10-31,2023,INDL,C,D,STD,LMNR,LIMONEIRA CO,USD,301.2100,9.4000,179.9010,A
029984,2023-12-31,2023,INDL,C,D,STD,PLD,PROLOGIS INC,USD,93020.8400,3059.2140,8427.9170,A
029994,2023-12-31,2023,INDL,C,D,STD,FMBH,FIRST MID BANCSHARES INC,USD,7586.7940,68.9350,386.9520,A
030004,2023-12-31,2023,INDL,C,D,STD,INVH,INVITATION HOMES INC,USD,19220.9670,519.4700,2414.4010,A
030032,2023-03-31,2022,INDL,C,D,STD,EXP,EAGLE MATERIALS INC,USD,2781.0020,461.5400,2148.0690,A
030055,2023-06-30,2023,INDL,C,D,STD,SMBC,SOUTHERN MISSOURI BANCP INC,USD,4360.2110,39.2370,202.3030,A
030059,2023-01-31,2022,INDL,C,D,STD,AEO,AMERN EAGLE OUTFITTERS INC,USD,3420.9560,125.1360,4989.8330,A
030067,2023-12-31,2023,INDL,C,D,STD,ADC,AGREE REALTY CORP,USD,7774.8360,169.9590,537.4950,A
030076,2023-03-31,2022,INDL,C,D,STD,HLNE,HAMILTON LANE INC,USD,1140.5430,109.1200,528.7530,A
030098,2023-12-31,2023,INDL,C,D,STD,IR,INGERSOLL RAND INC,USD,15563.5000,778.7000,6876.1000,A
030137,2023-12-31,2023,INDL,C,D,STD,NKTR,NEKTAR THERAPEUTICS,USD,398.0330,-276.0560,90.1220,A
030145,2023-12-31,2023,INDL,C,D,STD,PUMP,PROPETRO HOLDING CORP,USD,1480.3120,85.6340,1630.3990,A
030222,2023-12-31,2023,INDL,C,D,STD,ABCB,AMERIS BANCORP,USD,25203.6990,269.1050,1522.7770,A
030241,2023-12-31,2023,INDL,C,D,STD,TELL,TELLURIAN INC,USD,1324.0280,-166.1770,166.1280,A
030259,2023-12-31,2023,INDL,C,D,STD,PENN,PENN ENTERTAINMENT INC,USD,16064.2000,-490.0000,6362.9000,A
030260,2023-12-31,2023,INDL,C,D,STD,SSD,SIMPSON MANUFACTURING INC,USD,2704.7240,353.9870,2213.8030,A
030284,2023-12-31,2023,INDL,C,D,STD,LBRT,LIBERTY ENERGY INC,USD,3033.5570,556.3170,4747.9280,A
030293,2023-12-31,2023,INDL,C,D,STD,ESS,ESSEX PROPERTY TRUST,USD,12361.4270,405.8250,1716.3940,A
030298,2023-12-31,2023,INDL,C,D,STD,HIW,HIGHWOODS PROPERTIES INC,USD,6002.9280,148.7150,840.1410,A
030312,2023-12-31,2023,INDL,C,D,STD,IMAX,IMAX CORP,USD,814.6690,25.3350,374.8390,A
030384,2023-12-31,2023,INDL,C,D,STD,FR,FIRST INDL REALTY TRUST INC,USD,5175.7650,274.8160,642.5670,A
030397,2023-12-31,2023,INDL,C,D,STD,HCC,WARRIOR MET COAL INC,USD,2357.0580,478.6290,1676.6250,A
030443,2023-12-31,2023,INDL,C,D,STD,FDP,FRESH DEL MONTE PRODUCE INC,USD,3184.1000,-11.4000,4320.7000,A
030463,2023-08-31,2023,INDL,C,D,STD,GBX,GREENBRIER COS INC (THE),USD,3978.4000,62.5000,3944.0000,A
030477,2023-09-30,2023,INDL,C,D,STD,MATW,MATTHEWS INTL CORP  -CL A,USD,1887.3810,39.2910,1880.8960,A
030490,2023-12-31,2023,INDL,C,D,STD,AIV,APARTMENT INVST & MGMT CO,USD,2089.4750,-166.1960,41.7870,A
030536,2023-12-31,2023,INDL,C,D,STD,GEO,GEO GROUP INC,USD,3696.4060,107.3250,2413.1670,A
030547,2023-12-31,2023,INDL,C,D,STD,SOI,SOLARIS OILFIELD IF INC,USD,468.2970,24.3360,292.9470,A
030558,2023-12-31,2023,INDL,C,D,STD,MLR,MILLER INDUSTRIES INC/TN,USD,647.2100,58.2910,1153.3540,A
030576,2023-12-31,2023,INDL,C,D,STD,ADTN,ADTRAN HOLDINGS INC,USD,1682.5120,-267.6880,1149.1000,A
030612,2023-12-31,2023,INDL,C,D,STD,AMED,AMEDISYS INC,USD,2060.1700,-9.7470,2236.3820,A
030622,2023-01-31,2022,INDL,C,D,STD,YEXT,YEXT INC,USD,523.7610,-65.9380,400.8500,A
030651,2023-12-31,2023,INDL,C,D,STD,DAR,DARLING INGREDIENTS INC,USD,11061.0840,647.7260,6788.0800,A
030662,2023-12-31,2023,INDL,C,D,STD,SIRI,SIRIUS XM HOLDINGS INC,USD,10374.0000,1258.0000,8953.0000,A
030671,2023-12-31,2023,INDL,C,D,STD,RS,RELIANCE INC,USD,10480.3000,1335.9000,14805.9000,A
030736,2023-01-31,2022,INDL,C,D,STD,OKTA,OKTA INC,USD,9307.0000,-815.0000,1858.0000,A
030822,2023-12-31,2023,INDL,C,D,STD,O,REALTY INCOME CORP,USD,57779.3570,872.3090,4105.3280,A
030861,2023-12-31,2023,INDL,C,D,STD,KNX,KNIGHT-SWIFT TRPTN HLDGS INC,USD,12870.7650,217.1490,7141.7660,A
030870,2023-06-30,2023,INDL,C,D,STD,AZPN,ASPEN TECHNOLOGY INC,USD,14486.0520,-107.7600,1044.1780,A
030877,2023-12-31,2023,INDL,C,D,STD,CVLG,COVENANT LOGISTICS GROUP INC,USD,954.4380,55.2290,1103.5730,A
030932,2023-12-31,2023,INDL,C,D,STD,NWBI,NORTHWEST BANCSHARES INC,USD,14419.1050,134.9570,700.2450,A
030990,2023-12-31,2023,INDL,C,D,STD,COF,CAPITAL ONE FINANCIAL CORP,USD,478464.0000,4887.0000,49484.0000,A
030998,2023-12-31,2023,INDL,C,D,STD,EEX,EMERALD HOLDING INC,USD,1053.9000,-8.2000,382.8000,A
030999,2023-12-31,2023,INDL,C,D,STD,CVNA,CARVANA CO,USD,7071.0000,450.0000,10771.0000,A
031061,2023-12-31,2023,INDL,C,D,STD,URGN,UROGEN PHARMA LTD,USD,178.3110,-102.2440,82.7130,A
031091,2023-12-31,2023,INDL,C,D,STD,VERI,VERITONE INC,USD,375.8140,-58.6250,127.5600,A
031109,2023-12-31,2023,INDL,C,D,STD,AM,ANTERO MIDSTREAM CORP,USD,5737.6180,371.7860,1041.7710,A
031112,2023-12-31,2023,INDL,C,D,STD,OVID,OVID THRPUTCS INC,USD,144.0270,-52.3390,0.3920,A
031177,2023-12-31,2023,INDL,C,D,STD,SVRA,SAVARA INC,USD,177.5640,-54.6980,0.0000,A
031236,2023-12-31,2023,INDL,C,D,STD,APPN,APPIAN CORP,USD,627.5030,-111.4410,545.3630,A
031251,2023-12-31,2023,INDL,C,D,STD,KREF,KKR REAL ESTATE FIN TR INC,USD,7547.6180,-30.8510,661.6110,A
031252,2023-12-31,2023,INDL,C,D,STD,MGY,MAGNOLIA OIL & GAS CORP,USD,2756.2160,388.3010,1226.9790,A
031265,2023-12-31,2023,INDL,C,D,STD,GNTY,GUARANTY BANCSHARES INC,USD,3184.7910,30.0370,179.0050,A
031294,2023-12-31,2023,INDL,C,D,STD,GTHX,G1 THERAPEUTICS INC,USD,121.5400,-47.9670,82.5110,A
031368,2023-12-31,2023,INDL,C,D,STD,HAFC,HANMI FINANCIAL CORP,USD,7570.3410,80.0410,397.5640,A
031386,2023-12-31,2023,INDL,C,D,STD,AGS,PLAYAGS INC,USD,680.3380,0.4280,356.5360,A
031453,2023-12-31,2023,INDL,C,D,STD,NSIT,INSIGHT ENTERPRISES INC,USD,6286.3500,281.3090,9175.8400,A
031457,2023-12-31,2023,INDL,C,D,STD,SSTI,SOUNDTHINKING INC,USD,138.7080,-2.7180,92.7170,A
031466,2023-12-31,2023,INDL,C,D,STD,WOW,WIDEOPENWEST INC,USD,1514.7000,-287.7000,686.7000,A
031494,2023-08-31,2023,INDL,C,D,STD,SGH,SMART GLOBAL HOLDINGS INC,USD,1505.9580,-187.5260,1441.2500,A
031521,2023-09-30,2023,INDL,C,D,STD,SNEX,STONEX GROUP INC,USD,21938.7000,238.5000,60856.1000,A
031542,2023-12-31,2023,INDL,C,D,STD,CODX,CO-DIAGNOSTIC INC,USD,95.3210,-35.3330,6.8120,A
031564,2023-12-31,2023,INDL,C,D,STD,ACIW,ACI WORLDWIDE INC,USD,3444.7390,121.5090,1452.5790,A
031585,2023-12-31,2023,INDL,C,D,STD,BY,BYLINE BANCORP INC,USD,8881.9670,107.8780,535.7930,A
031587,2023-01-31,2022,INDL,C,D,STD,DLTR,DOLLAR TREE INC,USD,23022.1000,1615.4000,28331.7000,A
031606,2023-12-31,2023,INDL,C,D,STD,ESQ,ESQUIRE FINCL HOLD INC,USD,1616.8760,41.0110,121.6390,A
031628,2023-12-31,2023,INDL,C,D,STD,MRSN,MERSANA THRPEUTIC INC,USD,226.0600,-171.6700,36.8550,A
031673,2023-09-30,2023,INDL,C,D,STD,COR,CENCORA INC,USD,62558.7460,1745.2930,262173.4110,A
031718,2023-12-31,2023,INDL,C,D,STD,ATLO,AMES NATIONAL CORP,USD,2155.4810,10.8170,83.5160,A
031752,2023-12-31,2023,INDL,C,D,STD,CBZ,CBIZ INC,USD,2043.5920,120.9680,1591.1940,A
031764,2023-12-31,2023,INDL,C,D,STD,BMRC,BANK OF MARIN BANCORP,USD,3803.9030,19.8950,144.4830,A
031774,2023-12-31,2023,INDL,C,D,STD,BHF,BRIGHTHOUSE FINANL INC,USD,236340.0000,-1112.0000,3928.0000,A
031843,2023-12-31,2023,INDL,C,D,STD,HLIT,HARMONIC INC,USD,768.2060,83.9940,607.9070,A
031846,2023-05-31,2022,INDL,C,D,STD,DRI,DARDEN RESTAURANTS INC,USD,10241.5000,981.9000,10487.8000,A
031887,2023-06-30,2023,INDL,C,D,STD,RMD,RESMED INC,USD,6751.7080,897.5560,4222.9930,A
031895,2023-12-31,2023,INDL,C,D,STD,BHB,BAR HARBOR BANKSHARES,USD,3970.8850,44.8520,209.8290,A
031958,2023-12-31,2023,INDL,C,D,STD,SAFE,SAFEHOLD INC,USD,6548.3140,-54.9730,376.8070,A
031966,2023-12-31,2023,INDL,C,D,STD,TRTX,TPG RE FINANCE TRT INC,USD,4214.3120,-116.6300,390.2540,A
031994,2023-12-31,2023,INDL,C,D,STD,GPMT,GRANITE POINT MORTGE TRS INC,USD,2846.9320,-63.1980,266.4910,A
032018,2023-12-31,2023,INDL,C,D,STD,KALA,KALA BIO INC,USD,55.9490,-42.1990,0.0000,A
032102,2023-12-31,2023,INDL,C,D,STD,RDFN,REDFIN CORP,USD,1153.6480,-130.0260,976.6720,A
032106,2023-12-31,2023,INDL,C,D,STD,BKR,BAKER HUGHES CO,USD,36945.0000,1943.0000,25506.0000,A
032154,2023-12-31,2023,INDL,C,D,STD,JBGS,JBG SMITH PPTYS,USD,5518.5150,-79.9780,589.5250,A
032219,2023-12-31,2023,INDL,C,D,STD,PETQ,PETIQ INC,USD,868.2260,2.1310,1101.9630,A
032253,2023-12-31,2023,INDL,C,D,STD,PDLB,PONCE FINANCIAL GROUP INC,USD,2750.7220,3.3520,131.9340,A
032267,2023-12-31,2023,INDL,C,D,STD,MTEM,MOLECULAR TEMPLATES INC,USD,35.3830,-8.1240,57.3060,A
032347,2023-12-31,2023,INDL,C,D,STD,MBIO,MUSTANG BIO INC,USD,17.7420,-51.6020,0.0000,A
032348,2023-12-31,2023,INDL,C,D,STD,KRYS,KRYSTAL BIOTECH INC,USD,818.3550,10.9320,50.6990,A
032352,2023-12-31,2023,INDL,C,D,STD,HBB,HAMILTON BEACH BND HDNG,USD,384.7020,25.2420,625.6250,A
032372,2023-12-31,2023,INDL,C,D,STD,CEIX,CONSOL ENERGY INC,USD,2675.0030,655.8920,2533.9690,A
032382,2023-12-31,2023,INDL,C,D,STD,ROKU,ROKU INC,USD,4261.7920,-709.5610,3484.6190,A
032383,2023-12-31,2023,INDL,C,D,STD,DCPH,DECIPHERA PHRMCTAL INC,USD,473.5660,-194.9420,163.3560,A
032451,2023-12-31,2023,INDL,C,D,STD,OPTN,OPTINOSE INC,USD,107.7290,-35.4830,70.9870,A
032519,2023-12-31,2023,INDL,C,D,STD,MCB,METROPOLITAN BANK HLDNG,USD,7067.6720,77.2680,403.3080,A
032525,2023-12-31,2023,INDL,C,D,STD,SPRO,SPERO THERAPEUTICS INC,USD,182.3900,22.8060,103.7810,A
032526,2023-01-31,2022,INDL,C,D,STD,MDB,MONGODB INC,USD,2588.8930,-345.3980,1284.0400,A
032528,2023-12-31,2023,INDL,C,D,STD,FNKO,FUNKO INC,USD,804.6450,-154.0790,1096.0860,A
032530,2023-12-31,2023,INDL,C,D,STD,ALTR,ALTAIR ENGINEERING INC,USD,1363.4930,-8.9260,612.7010,A
032541,2023-12-31,2023,INDL,C,D,STD,CARG,CARGURUS INC,USD,918.9270,31.1040,914.2420,A
032558,2023-12-31,2023,INDL,C,D,STD,PACK,RANPAK HOLDINGS CORP,USD,1122.7000,-27.1000,336.3000,A
032571,2023-12-31,2023,INDL,C,D,STD,BAND,BANDWIDTH INC,USD,1101.0480,-16.3430,601.1170,A
032574,2023-12-31,2023,INDL,C,D,STD,EYE,NATIONAL VISION HOLDINGS INC,USD,2172.5110,-65.9010,2126.4680,A
032580,2023-12-31,2023,INDL,C,D,STD,VICI,VICI PROPERTIES INC,USD,44059.8410,2513.5400,3637.2380,A
032608,2023-12-31,2023,INDL,C,D,STD,OSW,ONESPAWORLD HOLDINGS LTD,USD,706.1400,-2.9740,794.0450,A
032619,2023-12-31,2023,INDL,C,D,STD,MBIN,MERCHANTS BANCORP,USD,16952.5160,279.2340,1192.4660,A
032674,2023-12-31,2023,INDL,C,D,STD,CUE,CUE BIOPHARMA,USD,61.5300,-50.7330,5.4900,A
032688,2023-07-31,2023,INDL,C,D,STD,SFIX,STITCH FIX INC,USD,614.4780,-171.9730,1638.4230,A
032698,2023-12-31,2023,INDL,C,D,STD,SBT,STERLING BANCORP INC,USD,2416.0030,7.4130,129.5750,A
032715,2023-12-31,2023,INDL,C,D,STD,ARCT,ARCTURUS THERAPETCS HOLD INC,USD,429.4020,-29.7250,166.7990,A
032748,2023-12-31,2023,INDL,C,D,STD,NMRK,NEWMARK GROUP INC,USD,4471.5750,42.5750,2470.3680,A
032751,2023-12-31,2023,INDL,C,D,STD,ILPT,INDSTRL LGST PRPT TRST,USD,5563.6750,-107.9890,446.1510,A
032767,2023-12-31,2023,INDL,C,D,STD,EQH,EQUITABLE HOLDINGS INC,USD,276814.0000,1302.0000,10528.0000,A
032771,2023-12-31,2023,INDL,C,D,STD,WSC,WILLSCOT MOBILE MINI HOLDING,USD,6137.9150,476.4570,2364.7670,A
032775,2023-12-31,2023,INDL,C,D,STD,DNLI,DENALI THERAPEUTCS INC,USD,1153.9170,-145.2240,330.5310,A
032792,2023-12-31,2023,INDL,C,D,STD,QTRX,QUANTERIX CORP,USD,425.0110,-32.3340,122.3680,A
032860,2023-12-31,2023,INDL,C,D,STD,VMD,VIEMED HEALTHCARE,USD,154.8950,10.2430,183.0080,A
032886,2023-12-31,2023,INDL,C,D,STD,GTES,GATES INDUSTRIAL CORP PLC,USD,7254.5000,232.9000,3570.2000,A
032894,2023-12-31,2023,INDL,C,D,STD,SLDB,SOLID BIOSCIENCES INC,USD,164.9390,-96.0150,0.0000,A
032908,2023-12-31,2023,INDL,C,D,STD,RCKT,ROCKET PHARMACEUTICALS INC,USD,566.3410,-245.5950,0.0000,A
032918,2023-06-30,2023,INDL,C,D,STD,MSGE,MADISON SQUA GARDEN ENT CORP,USD,1401.1570,76.5970,851.4960,A
032919,2023-12-31,2023,INDL,C,D,STD,EOLS,EVOLUS INC,USD,188.9980,-61.6850,202.0850,A
032930,2023-12-31,2023,INDL,C,D,STD,ADT,ADT INC,USD,15964.0940,463.0090,4982.6590,A
032935,2023-12-31,2023,INDL,C,D,STD,CDLX,CARDLYTICS INC,USD,574.1440,-134.7020,309.2040,A
032938,2023-12-31,2023,INDL,C,D,STD,WHD,CACTUS INC,USD,1522.5610,169.1710,1096.9600,A
032941,2023-12-31,2023,INDL,C,D,STD,BTAI,BIOXCEL THERAPEUTICS INC,USD,73.7020,-179.0530,1.3800,A
032961,2023-12-31,2023,INDL,C,D,STD,EVFM,EVOFEM BIOSCIENCES INC,USD,10.5540,52.9790,18.2180,A
032980,2023-12-31,2023,INDL,C,D,STD,COLD,AMERICOLD REALTY TRUST,USD,7869.2520,-336.2150,2674.3210,A
033037,2023-07-31,2023,INDL,C,D,STD,ZS,ZSCALER INC,USD,3608.3170,-202.3350,1616.9520,A
033056,2023-12-31,2023,INDL,C,D,STD,CLBK,COLUMBIA FINANCIAL INC,USD,10645.5680,36.0860,422.3570,A
033068,2023-12-31,2023,INDL,C,D,STD,PRPL,PURPLE INNOVATION INC,USD,390.6250,-120.7570,510.5410,A
033110,2023-03-31,2022,INDL,C,D,STD,STEP,STEPSTONE GROUP INC,USD,3497.4030,-18.3980,-67.5740,A
033114,2023-12-31,2023,INDL,C,D,STD,VXRT,VAXART INC,USD,91.8300,-82.4650,7.3790,A
033131,2023-12-31,2023,INDL,C,D,STD,BWB,BRIDGEWATER BANCSHARES,USD,4611.9900,39.9600,228.8480,A
033133,2023-12-31,2023,INDL,C,D,STD,RCUS,ARCUS BIOSCIENCES INC,USD,1095.0000,-307.0000,117.0000,A
033152,2023-12-31,2023,INDL,C,D,STD,DBX,DROPBOX INC,USD,2983.5000,453.6000,2501.6000,A
033175,2023-12-31,2023,INDL,C,D,STD,SPOT,SPOTIFY TECHNOLOGY SA,USD,9225.2120,-588.0440,14642.5100,A
033184,2023-07-31,2023,INDL,C,D,STD,RFL,RAFAEL HOLDINGS INC,USD,98.8290,-1.8760,0.2790,A
033232,2023-01-31,2022,INDL,C,D,STD,ZUO,ZUORA INC,USD,668.5980,-197.9700,396.0870,A
033243,2023-12-31,2023,INDL,C,D,STD,WH,WYNDHAM HOTELS & RESRTS,USD,4033.0000,289.0000,1397.0000,A
033275,2023-01-31,2022,INDL,C,D,STD,SMAR,SMARTSHEET INC,USD,1110.2090,-215.6390,766.9150,A
033301,2023-01-31,2022,INDL,C,D,STD,DOCU,DOCUSIGN INC,USD,3012.7200,-97.4540,2515.9150,A
033317,2023-12-31,2023,INDL,C,D,STD,UBX,UNITY BIOTECHNOLOGY INC,USD,65.6900,-39.8600,0.0000,A
033326,2023-12-31,2023,INDL,C,D,STD,CHX,CHAMPIONX CORP,USD,3241.7020,314.2380,3758.2850,A
033420,2023-12-31,2023,INDL,C,D,STD,LASR,NLIGHT INC,USD,306.8030,-41.6700,209.9210,A
033421,2023-12-31,2023,INDL,C,D,STD,GSHD,GOOSEHEAD INSURANCE,USD,354.8920,14.1400,261.2760,A
033424,2023-09-30,2023,INDL,C,D,STD,ROAD,CONSTRUCTION PRTNR INC,USD,1219.6650,49.0010,1563.5480,A
033425,2023-01-31,2022,INDL,C,D,STD,LOVE,LOVESAC CO (THE),USD,418.0540,28.2420,651.5450,A
033435,2023-12-31,2023,INDL,C,D,STD,INSP,INSPIRE MEDICAL SYSTEM,USD,676.8110,-21.1530,624.7990,A
033445,2023-12-31,2023,INDL,C,D,STD,SRRK,SCHOLAR ROCK HOLDNG CRP,USD,311.0350,-165.7890,0.0000,A
033447,2023-12-31,2023,INDL,C,D,STD,KNSA,KINIKSA PHRMCETCLS LTD,USD,526.3220,14.0840,270.2590,A
033595,2023-12-31,2023,INDL,C,D,STD,MGTX,MEIRAGTX HOLDINGS,USD,326.7440,-84.0270,14.0170,A
033597,2023-12-31,2023,INDL,C,D,STD,VRCA,VERRICA PHARMACEUTICAL,USD,81.5970,-66.9950,5.1240,A
033603,2023-01-31,2022,INDL,C,D,STD,DOMO,DOMO INC,USD,242.1160,-105.5510,308.6450,A
033625,2023-12-31,2023,INDL,C,D,STD,AMAL,AMALGAMATED FINANCIAL CORP,USD,7972.3240,87.9780,387.4130,A
033631,2023-12-31,2023,INDL,C,D,STD,KZR,KEZAR LIFE SCIENCES,USD,221.2350,-101.8700,7.0000,A
033637,2023-09-30,2023,INDL,C,D,STD,BV,BRIGHTVIEW HOLDINGS,USD,3352.2000,-7.7000,2816.0000,A
033638,2023-09-30,2023,INDL,C,D,STD,IIIV,I3 VERTICALS INC,USD,881.4930,-0.8110,370.2390,A
033652,2023-03-31,2022,INDL,C,D,STD,SKY,SKYLINE CHAMPION CORP,USD,1562.7240,401.8020,2606.5600,A
033657,2023-12-31,2023,INDL,C,D,STD,AVRO,AVROBIO INC,USD,101.0930,12.1570,0.0000,A
033660,2023-12-31,2023,INDL,C,D,STD,XERS,XERIS BIOPHARMA HOLDINGS INC,USD,322.6020,-62.2550,163.9140,A
033668,2023-12-31,2023,INDL,C,D,STD,BE,BLOOM ENERGY CORP,USD,2413.6770,-302.1160,1333.4700,A
033684,2023-12-31,2023,INDL,C,D,STD,EPRT,ESSENTIAL PPT RLTY TST,USD,4768.2610,190.7070,361.6060,A
033693,2023-12-31,2023,INDL,C,D,STD,RPAY,REPAY HOLDINGS CORP,USD,1519.8330,-110.4900,296.6270,A
033694,2023-12-31,2023,INDL,C,D,STD,EVER,EVERQUOTE INC,USD,110.9250,-51.2870,287.9210,A
033718,2023-01-31,2022,INDL,C,D,STD,BJ,BJS WHSL CLUB HLDGS INC,USD,6349.9560,513.1770,19315.1650,A
033719,2023-03-31,2022,INDL,C,D,STD,REPL,REPLIMUNE GROUP INC,USD,646.5910,-174.2840,0.0000,A
033721,2023-12-31,2023,INDL,C,D,STD,ALLK,ALLAKOS INC,USD,243.6100,-185.7010,0.0000,A
033723,2023-12-31,2023,INDL,C,D,STD,CRNX,CRINETICS PHARMCTCL INC,USD,635.3530,-214.5290,4.0130,A
033759,2023-12-31,2023,INDL,C,D,STD,TENB,TENABLE HOLDINGS INC,USD,1606.8710,-78.2840,798.7100,A
033766,2023-12-31,2023,INDL,C,D,STD,ARLO,ARLO TECHNOLOGIES INC,USD,285.5380,-22.0360,491.1760,A
033767,2023-09-30,2023,INDL,C,D,STD,SONO,SONOS INC,USD,1002.2410,-10.2740,1655.2550,A
033809,2023-12-31,2023,INDL,C,D,STD,CWK,CUSHMAN & WAKEFIELD,USD,7774.0000,-35.4000,9493.7000,A
033810,2023-12-31,2023,INDL,C,D,STD,LQDA,LIQUIDIA CORP,USD,118.3320,-78.5020,17.4880,A
033911,2023-12-31,2023,INDL,C,D,STD,IMXI,INTERNATIONAL MONEY EXPR INC,USD,576.8120,59.5150,570.0640,A
033951,2023-12-31,2023,INDL,C,D,STD,FTDR,FRONTDOOR INC,USD,1089.0000,171.0000,1780.0000,A
033955,2023-12-31,2023,INDL,C,D,STD,ELAN,ELANCO ANIMAL HLTH INC,USD,14362.0000,-1231.0000,4417.0000,A
033962,2023-09-30,2023,INDL,C,D,STD,MESA,MESA AIR GROUP,USD,898.4670,-120.1160,498.0650,A
033999,2023-12-31,2023,INDL,C,D,STD,AMTB,AMERANT BANCORP INC,USD,9716.3270,32.4900,595.9910,A
034030,2023-12-31,2023,INDL,C,D,STD,HFFG,HF FOODS GROUP INC,USD,596.5200,-2.1740,1148.4930,A
034053,2023-12-31,2023,INDL,C,D,STD,REZI,RESIDEO TECHNOLOGIES,USD,6645.0000,210.0000,6242.0000,A
034065,2023-12-31,2023,INDL,C,D,STD,STRO,SUTRO BIOPHARMA INC,USD,470.7360,-106.7930,153.7310,A
034076,2023-12-31,2023,INDL,C,D,STD,EB,EVENTBRITE INC,USD,913.3300,-26.4790,326.1340,A
034077,2023-12-31,2023,INDL,C,D,STD,ARVN,ARVINAS INC,USD,1304.6000,-367.3000,78.5000,A
034082,2023-12-31,2023,INDL,C,D,STD,GRTS,GRITSTONE BIO INC,USD,177.7690,-138.4900,16.3440,A
034101,2023-12-31,2023,INDL,C,D,STD,UPWK,UPWORK INC,USD,1037.5410,46.8870,689.1360,A
034102,2023-12-31,2023,INDL,C,D,STD,GH,GUARDANT HEALTH INC,USD,1786.4210,-479.4490,563.9480,A
034118,2023-12-31,2023,INDL,C,D,STD,KOD,KODIAK SCIENCES INC,USD,479.3720,-260.4910,0.0000,A
034135,2023-12-31,2023,INDL,C,D,STD,YMAB,Y MABS THERAPEUTICS INC,USD,127.8690,-21.4270,84.8190,A
034161,2023-12-31,2023,INDL,C,D,STD,ALLO,ALLOGENE THERAPEUTICS,USD,642.8370,-327.2650,0.0950,A
034193,2023-12-31,2023,INDL,C,D,STD,SIBN,SI-BONE INC,USD,230.4250,-43.3360,138.8860,A
034221,2023-12-31,2023,INDL,C,D,STD,NGM,NGM BIOPHARMACEUTICAL INC,USD,168.8680,-142.3750,4.4170,A
034241,2023-09-30,2023,INDL,C,D,STD,TWST,TWIST BIOSCIENCE CORP,USD,776.4030,-204.6180,245.1090,A
034243,2023-04-30,2022,INDL,C,D,STD,ESTC,ELASTIC NV,USD,1743.4820,-236.1610,1068.9890,A
034300,2023-12-31,2023,INDL,C,D,STD,VRRM,VERRA MOBILITY CORP,USD,1789.9830,57.0150,817.3100,A
034309,2023-12-31,2023,INDL,C,D,STD,STNE,STONECO LTD,USD,10035.5720,328.1190,2484.4940,A
034327,2023-12-31,2023,INDL,C,D,STD,VAPO,VAPOTHERM INC,USD,77.6170,-58.1930,68.6690,A
034330,2023-12-31,2023,INDL,C,D,STD,AMK,ASSETMARK FIN HOLDINGS INC,USD,1620.5630,123.1190,697.1360,A
034337,2023-12-31,2023,INDL,C,D,STD,ETRN,EQUITRANS MID CORP,USD,11709.4260,445.2290,1365.1290,A
034342,2023-12-31,2023,INDL,C,D,STD,AXNX,AXONICS INC,USD,719.9230,-6.0880,366.3790,A
034410,2023-12-31,2023,INDL,C,D,STD,MRNA,MODERNA INC,USD,18426.0000,-4714.0000,6848.0000,A
